symbol,token
SUPREME-EQ,29439
712MH36A-SG,29501
918IHFL28-N0,29531
BSLIFQPIDG-MF,29556
182D140825-TB,29581
716MZ35-SG,29574
704IRFC28-N6,29607
CHANDAN-SM,29633
GUJTHEM-EQ,29731
UNIONGOLD-EQ,29687
716PY40A-SG,29700
779LTFL30-N0,29643
GROWWN200-EQ,29872
72CG34-SG,29917
HDAIF1BDDR-MF,29732
717MH37-SG,29926
799NIIF37-N0,29960
722AP34-SG,30001
760CIT38-N0,30036
718TN35-SG,30070
723TS49-SG,30077
960SFL35-N0,30061
AXISVALUE-EQ,30155
364D120326-TB,30104
714CG32-SG,30181
685RJ30-SG,302
714MP32-SG,30179
UPLPP1-E1,30271
707AP36-SG,30412
ISHANCH-EQ,30249
925SCL27B-N1,30220
AONELIQUID-EQ,30472
805TFSIL28-N0,30496
910TIAPL26-N0,30494
ACTIVEINFR-SM,30464
682JH34-SG,3082
698PY33-SG,3079
INDOSTAR-EQ,3088
71MH32-SG,313
THOMASCOTT-BE,31021
NBCC-EQ,31415
704WB35-SG,315
BORORENEW-EQ,3149
879NHPC28-N5,31486
854NHPC28-N2,31483
SFMP42GR-MF,3166
SFMP42DR-MF,3160
664GS2035-GS,3204
SPMLINFRA-EQ,3321
SUNPHARMA-EQ,3351
69JK33-SG,3392
TITAN-EQ,3506
AGARIND-EQ,3389
745IGT26-NC,3422
MAFANG-EQ,3507
TNPETRO-EQ,3509
684HR32-SG,3571
ADANIGREEN-EQ,3563
EQUIPPP-BE,3553
639BR27-SG,3650
676RJ31-SG,3641
VESUVIUS-EQ,3676
JUBLPHARMA-EQ,3637
665WB28-SG,3726
705TS41-SG,3725
696KL34-SG,3701
BASF-EQ,368
PVP-EQ,4010
VENKEYS-EQ,3757
WALCHANNAG-EQ,3736
VISAKAIND-EQ,4221
SOMATEX-EQ,4201
AMBANIORGO-SM,4083
REGENCERAM-EQ,4130
693JH30-SG,428
GS150626C-GS,4393
GS220261C-GS,4555
GS100226C-GS,4341
688UP31A-SG,4757
TCIFINANCE-EQ,4771
AILIMITED-ST,4654
696GA31-SG,4880
691RJ31-SG,4866
706KL38-SG,4790
AISL-SM,482
SGBNOV258-GB,497
IPL-EQ,4934
BLUEDART-EQ,495
719AP38-SG,5005
712MZ34-SG,5003
70RJ31-SG,5036
698TN31A-SG,5230
SGBJUL29IV-GB,5113
KPIGREEN-EQ,5108
ABSLFTTJRN-MF,5107
71MH36-SG,5232
BPL-EQ,530
PDSL-EQ,5264
71JK33A-SG,5342
SFMP48GR-MF,5329
SFMP48DR-MF,5324
GRSE-EQ,5475
SERVOTECH-EQ,5507
SFMP49GR-MF,5500
698HP32-SG,5538
GANESHBE-EQ,5614
AMIORG-EQ,5578
686KL35-SG,5737
925SCL26-NR,5850
70JH33-SG,5983
713AP36A-SG,6112
684PN31-SG,5883
MONTECARLO-EQ,5938
CAMLINFINE-EQ,6216
DKEGL-SM,6249
ROLTA-BZ,6258
609AS26-SG,6304
CESC-EQ,628
CHAMBLFERT-EQ,637
GULPOLY-EQ,6286
CONSUMIETF-EQ,6446
DNAMEDIA-EQ,641
KOTYARK-ST,6444
70GA31-SG,6483
NYKAA-EQ,6545
694AS31-SG,6556
POLICYBZR-EQ,6656
PAYTM-EQ,6705
SIGACHI-EQ,6663
693UP31A-SG,6744
699MP41-SG,6750
NIPPOBATRY-EQ,6782
JINDALSTEL-EQ,6733
1018GS2026-GS,6833
GREENLAM-EQ,6848
FOCUS-EQ,6836
STEELCAS-EQ,6803
832GS2032-GS,6899
601GS2028-GS,6866
687BR30A-SG,6877
686HP30-SG,6878
692TN46-SG,6993
RPPL-EQ,6913
GOCOLORS-EQ,6964
HESTERBIO-EQ,7048
679GS2027-GS,7202
684BR30-SG,7152
683KA31B-SG,7155
70NL31A-SG,7316
DCMSRIND-EQ,7325
HPAL-EQ,7376
712WB36-SG,7548
364D100426-TB,755860
NILASPACES-BE,7450
995ISF28A-N0,755875
10UCL26-ND,755996
1039UCL26-NE,755998
80208ABC30-ND,755952
675MH40-SG,756097
676MH37-SG,756062
18PVL29-N0,756035
815ANN30-N0,756027
SILVER360-EQ,756150
679TS56-SG,756710
678RJ47-SG,756104
673HPCL30-N0,756705
676JK31-SG,756908
685AP41-SG,756913
688PN45-SG,756914
769TFSIL28-N0,756930
CGPOWER-EQ,760
ATHERENERG-EQ,757645
728TS35-SG,7815
713HR32-SG,7692
BCONCEPTS-EQ,7780
889SCFL27-YC,7777
724UP32-SG,7856
723WB32-SG,7857
BIL-BE,7853
725UK32-SG,7907
724BR32-SG,7870
618GJ26A-SG,7892
AGSTRA-BE,7935
SILVERIETF-EQ,7942
SILVER-EQ,8003
PRECISION-SM,7950
733TN52-SG,8007
MAHLIFE-EQ,8050
BSHSL-EQ,809
732AS32-SG,8138
724RJ32A-SG,8136
717WB32-SG,8332
725HR32-SG,8355
748AP38-SG,8363
H1861D46DD-MF,8442
H1861D46RQ-MF,8465
H1162D46DD-MF,8538
727ML32-SG,8576
645RJ30-SG,855
NLCINDIA-EQ,8585
H1162D46RG-MF,8553
74TN42-SG,8590
SFMP61DD-MF,8645
734UP32-SG,8693
734UK32-SG,8689
734GA32-SG,8692
VRLLOG-EQ,8696
735UP34-SG,8702
739UP37-SG,8705
736TS36-SG,8703
667RJ30-SG,87
739TN42-SG,8719
676PN40-SG,877
H1876D46DD-MF,8770
UMIYA-MRO-EQ,8998
ELDEHSG-EQ,8953
PRIVISCL-EQ,8825
748PN42-SG,9099
ARROWGREEN-BE,9264
925SCL27-YR,9262
EIDPARRY-EQ,916
NORBTEAEXP-BE,9431
PNC-BE,9346
SILVERTUC-EQ,9422
773HR33-SG,9441
778AP42-SG,9451
SAKAR-EQ,9539
667GS2050-GS,956
770MH32-SG,9722
78TN32-SG,9776
646GJ30-SG,982
78GJ32-SG,9777
772RJ35-SG,9725
803AP35-SG,9826
804AP42-SG,9872
648MZ30-SG,988
GODREJCP-EQ,10099
SETFNIF50-EQ,10176
793TS34-SG,10204
782GJ32-SG,10196
796WB37-SG,10213
793TS35-SG,10207
794AP34-SG,10206
781RJ47-SG,10219
791TS43-SG,10269
782HP32-SG,10247
SKP-SM,10325
RAMASTEEL-EQ,10300
79HR34-SG,10332
CSLFINANCE-EQ,10350
SHAREINDIA-EQ,104
AXISBNKETF-EQ,1044
78TN32A-SG,10460
806JK37-SG,10477
789HP37-SG,10551
768AS32-SG,10528
AGNI-ST,10498
789WB37-SG,10553
MPSLTD-EQ,10578
HDFCNIF100-EQ,10633
795TS37-SG,10642
796AP40-SG,10643
LOYALTEX-BE,10605
NIFTYQLITY-EQ,10690
793RJ45-SG,10645
SHAIVAL-ST,10684
INFRAIETF-EQ,10723
65GJ30-SG,1075
APTECHT-EQ,10755
771AP37-SG,10848
776KL38-SG,10773
HDFC1406DD-MF,10838
747TS31-SG,10904
753AS32-SG,10906
DIVISLAB-EQ,10940
STCINDIA-EQ,10948
746TS48-SG,10964
755BR32-SG,11094
SUVEN-EQ,11233
IDFCFIRSTB-EQ,11184
768PN42-SG,11276
762MH30A-SG,11277
IGL-EQ,11262
771AP34-SG,11281
778MZ37-SG,11294
UPL-EQ,11287
LUXIND-EQ,11301
778MZ32-SG,11401
776MH30-SG,11390
MUKANDLTD-EQ,11325
AFFLE-EQ,11343
774AP42-SG,11417
77PN42-SG,11416
KRITINUT-EQ,11432
CMRSL-SM,11447
785PN42-SG,11515
LLOYDS-SM,11472
CENTEXT-EQ,11511
HDFCNIFTY-EQ,11591
TEXINFRA-EQ,11549
FORCEMOT-EQ,11573
HDFC1359DG-MF,11560
773BR32-SG,11598
JBMA-EQ,11655
PHANTOMFX-SM,11612
782TN32-SG,11693
732IRFC25-NI,11751
PATELENG-EQ,11699
ALKEM-EQ,11703
785HP36-SG,11870
SUKHJITS-EQ,11804
JKPAPER-EQ,11860
WELCORP-EQ,11821
VHL-EQ,11892
GEOJITFSL-EQ,11896
FCSSOFT-EQ,11999
739NHAI26-N8,11952
PRAXIS-EQ,1204
FAZE3Q-EQ,12000
ACI-EQ,12024
HDFCNIFIT-EQ,12101
RUSTOMJEE-EQ,12219
65GJ30A-SG,1233
652MH30-SG,1236
CAGL25A-N4,12456
67JK32-SG,1253
AMBUJACEM-EQ,1270
TEAMLEASE-EQ,12716
DHARMAJ-EQ,13001
SECL-ST,13032
758BR32-SG,13113
VIMTALABS-EQ,13101
PVRINOX-EQ,13147
UTIDGR35P2-MF,13153
ABSLFTUBRG-MF,13234
768KA34-SG,13254
769MN34-SG,13252
749ML27-SG,13239
SADBHAV-BE,13240
77MZ35-SG,13256
INDOTECH-EQ,13275
SGL-EQ,13367
645GS2029-GS,13472
75HR29-SG,13594
RBMINFRA-ST,13578
RAMANEWS-BE,13569
762UK33-SG,13716
NRL-EQ,13675
DUCOL-SM,13766
762UP35-SG,13778
769AP35-SG,13878
MANALIPETC-EQ,13796
765HR33-SG,13882
CREST-EQ,13900
UTIRAP35P3-MF,13946
77PN40-SG,13992
765KL48-SG,13996
LUMAXTECH-EQ,14014
764UP36-SG,14109
10IFSL26-N7,14049
NINSYS-EQ,14194
771AP33-SG,14270
TTL-EQ,14314
HDFC2638RD-MF,14330
769TN43-SG,14349
769RJ39-SG,14380
RAJTV-EQ,14403
ABSLLIQUID-EQ,14518
777MP43-SG,14451
729NHAI26-NC,14499
BALAMINES-EQ,14501
GOLDSHARE-EQ,14535
768GJ33-SG,14548
BIRLANU-EQ,1455
PSUBNKIETF-EQ,14584
774MZ38-SG,14558
SRHHYPOLTD-EQ,14582
BFUTILITIE-EQ,14567
TGBHOTELS-EQ,14607
WEBELSOLAR-EQ,14602
778TS34-SG,14647
774MP43-SG,14656
NAVINFLUOR-EQ,14672
AKZOINDIA-EQ,1467
948SCL26D-AI,14721
990SCL26D-AH,14720
041NSETEST-EQ,14755
061NSETEST-EQ,14762
071NSETEST-EQ,14764
NIRMAN-ST,14725
779UP33-SG,14829
REPL-EQ,1480
776TN53-SG,14860
IFBIND-EQ,1485
77AP32-SG,14958
SAHYADRI-EQ,14900
706GS2028-GS,14970
CENTUM-EQ,14982
SILVERETF-EQ,15085
762PN38-SG,15100
EDELWEISS-EQ,15119
654GA30A-SG,1516
BGRENERGY-BE,15193
SVLL-EQ,15121
98SFIL26-NU,15235
1050SFIL28-NV,15240
741AP30-SG,15262
ONMOBILE-EQ,15278
BANG-EQ,15303
ACL-EQ,15420
RACE-EQ,15391
732AP43-SG,15780
INFY-EQ,1594
TARC-EQ,1581
AUROIMPEX-SM,15869
73AP38-SG,16071
726MH30-SG,15973
INGERRAND-EQ,1597
737SK33-SG,16239
738AP35-SG,16244
BHARATWIRE-EQ,16123
674GA30-SG,165
718GJ28-SG,16651
736RJ33-SG,16346
PROV-SM,16483
741UP34-SG,16803
729KL51-SG,16655
GVT&D-EQ,16783
TOUCHWOOD-BE,16910
SPECTSTM-SM,16876
67KA30-SG,170
745PN34-SG,16981
739RJ48-SG,16995
74MH32-SG,16978
CROMPTON-EQ,17094
743TS50-SG,17115
66RJ30C-SG,1715
91SFL27-ZI,17172
735TN33A-SG,17323
734TS46-SG,17329
651KA30C-SG,1727
GLOBUSSPR-EQ,17424
ADANIPOWER-EQ,17388
736TN43-SG,17463
736RJ41-SG,17460
940SCL26C-AU,17508
925SCL28I-BA,17546
990SCL26I-AV,17515
745KL40-SG,17653
GPTINFRA-EQ,17685
LLOYDSENGG-EQ,17801
744TN33B-SG,17835
KANPRPLA-EQ,1782
84CIFCL28-NA,17958
DLINKINDIA-EQ,17851
CONCORDBIO-EQ,18060
SETUINFRA-BZ,18024
BPF02IGG-MF,18064
75UP35-SG,18085
749PN37-SG,18088
BPF02RWR-MF,18163
TEXMOPIPES-EQ,18214
BPF01GPG-MF,18169
FISTIP3QDP-MF,18196
744HR33-SG,18323
KECL-EQ,18220
FISTIPIP3G-MF,18388
HDFCLIQUID-EQ,18279
747GA33-SG,18403
CUPID-EQ,18520
CAGL28-NE,18498
RATNAVEER-EQ,18423
744TS45-SG,18538
747HR33-SG,18529
746AP41-SG,18539
74GJ27-SG,18688
ICICIPRULI-EQ,18652
879SCL26-NC,18632
9SCL26B-ND,18634
664SK31-SG,1888
664TS51-SG,1872
AVSL-ST,18693
965SCL28C-BR,18856
VBL-EQ,18921
KAPSTON-EQ,18967
663AP37-SG,1905
MANAPPURAM-EQ,19061
KIOCL-EQ,19126
SAAKSHI-SM,19093
755TS32-SG,19185
759HR35-SG,19166
75AP41-SG,19174
755MP35-SG,19165
HEADSUP-BE,19209
875NHAI29-N6,192
KOTAKBANK-EQ,1922
ITDC-EQ,19299
KONTOR-ST,19294
GOYALSALT-SM,19356
661WB36-SG,1947
661KA33-SG,1944
762RJ43-SG,19518
ROSSARI-EQ,19410
765TS39-SG,19550
756JK53-SG,19521
ITETF-EQ,19633
772TS35-SG,19609
PRAKASHSTL-EQ,19599
ANSALAPI-BZ,19677
GOLDIETF-EQ,19679
775HR35-SG,19722
774AP36-SG,19724
990SCL26-N7,19760
948SCL26-N9,19768
980SCL33C-ND,19776
746GS2073-GS,19808
KILITCH-EQ,19937
MICROPRO-SM,19887
851HUDCO28-NB,19964
735PFCL35-N1,19972
760PFCL35-N3,19976
DEEPAKNTR-EQ,19943
72KA31-SG,20017
9MMFSML-N2,20048
892PFCL33-N8,20028
735NABAR31-N1,20032
710GJ30-SG,20099
948SCL26A-NN,20075
657GJ31-SG,2014
719AP34-SG,20147
RAMKY-EQ,20134
1003SCL30A-NV,20116
77GA33B-SG,20171
745GJ30-SG,20277
768AR33-SG,20244
750AS30-SG,20278
LYKALABS-EQ,2028
M&M-EQ,2031
SHANKARA-EQ,20321
775UP33-SG,20349
775UP34-SG,20351
773KA34-SG,20350
775RJ35-SG,20354
704GJ30-SG,20359
77AP29A-SG,20390
774AS33A-SG,20476
CBAZAAR-ST,20409
763JK53A-SG,20483
764GA30-SG,20571
HOMEFIRST-EQ,2056
813ABHF28-N3,20595
761HP38-SG,20742
76KA38-SG,20740
670AP26-SG,20600
852LTF27-NG,20689
685GA31-SG,2077
764KA39-SG,20744
957ISFL26-N2,20769
72HP35-SG,20844
69AP32-SG,2081
MOIL-EQ,20830
717HR30-SG,20849
695HP34-SG,20858
716KA30-SG,20845
722AS30-SG,20850
722GA29-SG,20916
672AP28-SG,20914
813PNBH33-N0,20903
687AP37-SG,2096
724AS30-SG,20917
RKDL-EQ,20950
965SCL25B-Y1,20970
726GJ29-SG,21032
SCLZC26F-Y9,21003
SCLZC25E-Y4,20982
SCLZC25F-Y5,20984
641GA30-SG,21040
654GJ30-SG,21216
ERIS-EQ,21154
KLL-SM,21186
778PY36-SG,21277
695RJ31-SG,2137
JYOTICNC-EQ,21334
694UP31-SG,2140
768AS31-SG,21496
793THDC34-N0,21463
675KA35-SG,1006
ORICONENT-EQ,10159
781TN52-SG,10190
795AP38-SG,10214
785AS32-SG,10197
ICICM58-M1,10201
787TN33-SG,10338
797AP39-SG,10336
778ML31-SG,10330
EMKAYTOOLS-SM,10253
78GJ32A-SG,10367
777GJ32-SG,10459
DYCL-EQ,10417
FINPIPE-EQ,1041
807WB38-SG,10478
782NL32-SG,10463
H1158D46DD-MF,10499
MOHEALTH-EQ,10508
UTISENSETF-EQ,10515
H1158D46RD-MF,10503
NIFTYBEES-EQ,10576
764TN32-SG,10544
SHREEPUSHK-EQ,10588
797AP36-SG,10639
SADBHIN-EQ,10618
ASAL-EQ,10634
76TN32-SG,10720
773GJ32-SG,10648
795HR37-SG,10640
774AP31-SG,10647
NUCLEUS-EQ,10791
765AS32-SG,10765
728NTPC30B-N9,10741
AHIMSA-ST,10770
66UP30-SG,1086
745TS30-SG,10902
753HR30-SG,10855
761HR32-SG,10853
JUNIORBEES-EQ,10939
749HP34-SG,10959
758AP42-SG,10913
SANGINITA-BE,11033
74GS2062-GS,10981
745AP42-SG,10963
VIVIANA-ST,10970
BANKIETF-EQ,11037
KSOLVES-EQ,11060
756WB39-SG,11159
757JK34-SG,11096
SUMIT-EQ,11140
HDFCVALUE-EQ,11260
756WB42-SG,11161
DHANBANK-EQ,11359
784TS34-SG,11409
LT-EQ,11483
785UK32-SG,11510
781GJ32-SG,11506
SALSTEEL-EQ,11634
LALPATHLAB-EQ,11654
GTL-EQ,1162
HDFC1359DD-MF,11559
787RJ40-SG,11701
JINDALPHOT-EQ,11743
79NHIT47-N3,11669
786AP33-SG,11759
AMBER-EQ,1185
ALLDIGI-EQ,11798
750IRFC35-NK,11757
776HR30-SG,11867
787MZ36-SG,11873
GOLDIAM-EQ,11971
768BR32-SG,11985
768KA31-SG,11978
SASKEN-EQ,11983
UTIRQP35P1-MF,12071
HDFCPVTBAN-EQ,12108
532CG25-SG,1209
664AS30-SG,1246
GSFC-EQ,1247
762PN32-SG,12673
762GA32-SG,12678
763KA42-SG,12710
764AP33-SG,12689
360ONE-EQ,13061
IIFLCAPS-EQ,13072
NAHARINDUS-EQ,13106
SFMP73GD-MF,13107
755GA32-SG,13124
757HP32-SG,13117
RCOM-BE,13188
GALAXYSURF-EQ,1315
JKCEMENT-EQ,13270
794TS36-SG,10212
794HR34-SG,10205
795AP40-SG,10216
KAYA-EQ,10276
802AP38-SG,10383
515GS2025-GS,1054
694ML25-SG,10524
MOM30IETF-EQ,10585
754AS28-SG,10646
774MZ33-SG,10540
OFSS-EQ,10738
MOQLTYINAV-EQ,10830
MOVALUE-EQ,10825
736NTPC25D-NB,10746
762NTPC35F-ND,10751
771AP42-SG,10846
767KL34-SG,10851
HDFC1406DG-MF,10839
HDFC1406RQ-MF,10843
745BR32-SG,10956
675KA34-SG,1092
GVPTECH-EQ,10865
JFLLIFE-SM,10885
75HP36-SG,10960
755AS32-SG,11095
1050UCL25-N7,11230
NOIDATOLL-BE,11214
NSIL-EQ,11239
TVSELECT-EQ,11265
769GA32-SG,11283
765RJ32A-SG,11288
GHCL-EQ,1127
LICNETFN50-EQ,11319
APOLLO-EQ,1134
779RJ32-SG,11404
POONAWALLA-EQ,11403
BANKBEES-EQ,11439
779TN32-SG,11405
QMSMEDI-SM,11467
783HR32-SG,11507
EXCELINDUS-EQ,11471
AMBICAAGAR-EQ,11496
EMIL-EQ,11530
HDFCSENSEX-EQ,11593
HDFC1359DQ-MF,11561
777JK37-SG,11604
66PN30-SG,1165
LINCOLN-EQ,11596
WELENT-EQ,11626
681TR35-SG,1172
783GA32-SG,11683
747GJ25-SG,11674
GMBREW-EQ,1168
784TS39-SG,11767
MANGALAM-EQ,11817
707IRFC25-NF,11722
725IRFC35-NH,11748
787HP35-SG,11869
915SCL27A-ZL,11854
87SCL27A-ZK,11846
89SCL24A-ZM,11857
SEMAC-BE,11964
MANINDS-EQ,11884
RML-EQ,11975
767AS32-SG,11980
BASML-EQ,12034
UTIRMP35P1-MF,12064
653HP29-SG,1215
763TN47-SG,12345
673TN40-SG,1254
AAATECH-EQ,12533
SFMP72DR-MF,12556
SFMP72DD-MF,12545
744HR27-SG,12657
MBAPL-EQ,12686
768JK37-SG,12701
763PN39-SG,12706
97SFL26-Z9,12933
753TS47-SG,13051
PRITIKA-ST,12986
74ML27-SG,13118
UNIPARTS-EQ,13057
SFMP73DR-MF,13103
763KA39-SG,13128
763KA40-SG,13134
UTIDMP35P2-MF,13154
741GS2036-GS,13194
763HR32-SG,13244
ENIL-EQ,13192
ABSLFTUBRN-MF,13235
757GJ31-SG,13369
VAKRANGEE-EQ,13342
GALLANTT-EQ,13337
761TN32A-SG,13379
766TS34-SG,13387
762AR32-SG,13372
SDBL-EQ,1338
KAMDHENU-EQ,13457
SUNTV-EQ,13404
RATNAMANI-EQ,13451
965SCL25C-N0,13497
894SCL27-ZY,13487
905SCL25-ZT,13460
916SCL25-ZW,13482
MANUGRAPH-EQ,13572
HDFC1204RQ-MF,13556
764KL34-SG,13606
JMFINANCIL-EQ,13637
ANANTRAJ-EQ,13620
ALICON-EQ,13656
757TN33-SG,13715
759TS37-SG,13719
HINDCOMPOS-EQ,1372
9IIFL28A-NT,13854
HCC-EQ,1375
AARVEEDEN-BE,13775
762TN43-SG,13908
765HR30-SG,13957
769MZ37-SG,13897
766RJ43-SG,13994
SARLAPOLY-EQ,14043
966SFIL25A-NI,14026
1030SFIL26-NJ,14028
767AS33A-SG,14092
NETWORK18-EQ,14111
BTML-EQ,14150
HDFCBSE500-EQ,14230
766UP33-SG,14162
772BR33-SG,14161
TIIL-EQ,14223
759PN39-SG,14279
MHHL-SM,1426
ORIENTBELL-EQ,14278
GANESHHOUC-EQ,14339
HSCL-EQ,14334
774MH33-SG,14378
ORIENTALTL-EQ,14346
771BR33-SG,14431
771GJ34-SG,14432
EMBDL-EQ,14450
779JK35-SG,14650
GSLSU-EQ,14599
GUJAPOLLO-EQ,14677
990SCFL26-AJ,14696
IDBI-EQ,1476
925SCL28-AM,14714
1015SCL28A-AL,14710
LOWVOL-EQ,14786
111NSETEST-EQ,14774
121NSETEST-EQ,14777
775CG31-SG,14816
749GJ28-SG,14812
775NL33-SG,14821
GOLD1-EQ,14858
ALPA-EQ,14848
OMAXE-EQ,14853
RBA-EQ,1494
INDOWIND-EQ,14952
729GR2033-GS,14973
KSCL-EQ,14972
POWERGRID-EQ,14977
MANGCHEFER-EQ,15007
AVALON-EQ,15058
BLAL-EQ,15067
DELTACORP-EQ,15044
759RJ48-SG,15109
735IRFC31-NM,15112
RHL-EQ,15157
JYOTHYLAB-EQ,15146
AGUL-SM,15147
LICNFNHGP-EQ,15229
ECLERX-EQ,15179
668WB35-SG,1532
CORDSCABLE-EQ,15271
IRB-EQ,15313
SEPC-EQ,15308
DPSCLTD-EQ,15419
MANKIND-EQ,15380
830CIFC26-N2,15370
727GJ31-SG,15744
739AP33-SG,15526
RKEC-EQ,1547
RVHL-EQ,1565
674UP30-SG,161
733NL33-SG,16035
72MH28-SG,15971
MILTON-SM,159
729HR29-SG,16220
739MN35-SG,16250
EBBETF0430-EQ,16253
743MZ36-SG,16261
IPCALAB-EQ,1633
MMP-EQ,16395
66UP30A-SG,1649
PTCIL-EQ,16682
GOKUL-EQ,16705
73GS2053-GS,16865
722GJ28-SG,16781
ITI-EQ,1675
VINYLINDIA-EQ,16821
662UP30-SG,1695
541GA25-SG,1697
20MICRONS-EQ,16921
742AP41-SG,16988
739KL52-SG,16998
74MH31-SG,16975
GENSOL-BE,17012
SHARIABEES-EQ,17044
85IFL26-NX,17024
IIFLZC26B-NY,17034
IIFLZC25B-NW,17018
745HP33-SG,17118
746AP34-SG,17124
GLOBALPET-SM,17167
1075NFL25-N6,17347
SENCO-EQ,17271
SALONA-EQ,17351
SERVICE-SM,17399
MGL-EQ,17534
920SCL23A-AO,17478
888SCL25A-AQ,17488
745AP33-SG,17643
749RJ34-SG,17652
MOLDTECH-EQ,17625
745TS40-SG,17667
744AP43-SG,17669
UNIVPHOTO-EQ,17659
LTGILTBEES-EQ,17700
VIJIFIN-EQ,17691
743PN48A-SG,17841
10NIDO26-N6,17866
GILLANDERS-EQ,17839
ATL-EQ,17778
TRF-EQ,17987
CIFC26A-N9,17952
PGIMCSA4D-MF,17994
YUDIZ-ST,18051
SSFL-SM,18056
BPF02D3D-MF,18007
745TS47-SG,18098
ARENTERP-EQ,181
DBL-EQ,18086
BPF02IDR-MF,18063
745JK53-SG,18105
BPF01D3D-MF,18167
IF3DPD-MF,18174
FICRF3DP-MF,18178
FISTIP3GP-MF,18182
FISTIP3MDP-MF,18183
HFMPCC50DD-MF,18185
NIFMID150-EQ,18347
744GA33-SG,18327
KANORICHEM-EQ,1835
ASIANHOTNR-BE,18425
NDGL-EQ,18371
SAHAJ-ST,18358
SGBMAR28X-GB,18451
910CAGL25-N7,18446
DIACABS-EQ,18543
BASILIC-SM,18442
LTTS-EQ,18564
UNIHEALTH-SM,18582
DIAMINESQ-EQ,18644
850NHAI29-N5,186
HOLMARC-SM,18649
746SK33-SG,18701
746GA33-SG,18696
745HR33-SG,18694
665AP41-SG,1871
NUVAMA-EQ,18721
HIGREEN-SM,18794
663WB41-SG,1902
749PN35-SG,18993
745MP44-SG,18912
PODDARMENT-EQ,19036
AARVI-EQ,19073
UDS-EQ,19113
SILLYMONKS-EQ,19097
749KL45-SG,19178
ARABIAN-SM,19253
MAL-SM,19134
HISARMETAL-EQ,19322
EFACTOR-SM,19267
VISHNUINFR-SM,19300
CHOLAFIN-D1,19257
775SK33A-SG,19483
77GA33-SG,19481
77BR31-SG,19522
766AP37-SG,19538
761AP43-SG,19552
766TN43-SG,19622
737GS2028-GS,19566
769KA33-SG,19615
PRICOLLTD-EQ,19631
MAXESTATES-EQ,19646
HMT-BZ,19698
767TS45-SG,19733
774RJ39-SG,19728
766KL46-SG,19737
925SCL25-N5,19756
CELLO-EQ,19795
9PEL25-N0,19821
773UP33A-SG,19891
779WB40-SG,19905
775RJ36-SG,19903
MASFIN-EQ,199
764HUDCO31-N8,19928
812REC27-NI,19924
925SCL25A-NH,19993
LICHSGFIN-EQ,1997
711HP28-SG,20041
711HP30-SG,20040
M&MFIN-N3,20050
940SCL26A-NK,20045
711AS30-SG,20100
1075SCL33B-NW,20118
661TS51-SG,2017
77MH34A-SG,20173
72JK29-SG,20312
718AS29-SG,20311
766ML32-SG,20231
662RJ41-SG,2020
775GA33-SG,20348
709KA30-SG,20313
767TN30-SG,20470
775HR35A-SG,20353
777AP35-SG,20355
764RJ49-SG,20366
AXISGOLD-EQ,20532
77TS38-SG,20480
762UP34-SG,20735
706AP30-SG,20737
645RJ27-SG,2071
865LTF26-NN,20715
688UP31-SG,2080
1003ISFL28-N4,20779
815SHFL25-N0,20747
699GA30-SG,20862
654GA30-SG,20921
654AP30-SG,20923
8AR30-SG,20963
726AS29-SG,21034
72AS29-SG,20960
788GA30-SG,21047
648AP32-SG,21039
STOVEKRAFT-EQ,2107
835SCL23B-YM,21056
743GJ27-SG,21133
MARALOVER-EQ,2112
TECHLABS-ST,21093
724GJ29-SG,21169
774KA34-SG,21155
688AP34-SG,21138
730AS29-SG,21213
778AS34-SG,21270
875TCAPS29-NB,21227
TRANSWIND-SM,21260
777IREDA27-N9,21308
GANGESSECU-EQ,21399
AVADHSUGAR-EQ,21406
840CIFCL27-NI,21325
SGBJUL25-GB,21477
COCHINSHIP-EQ,21508
771REC27-NJ,21470
CENTURYPLY-EQ,13305
HDFCBANK-EQ,1333
755GJ30-SG,13366
BALPHARMA-EQ,13441
762HR31-SG,13600
ELECON-EQ,13643
SFMP74DD-MF,13665
763TS36-SG,13718
754AP29-SG,13712
GOLDKART-ST,13701
INSPIRISYS-EQ,13730
757GJ32-SG,13773
SHYAMTEL-EQ,13740
SHIVAMAUTO-EQ,13756
855IREDA34-N3,1383
668AP33-SG,1378
BAIDFIN-EQ,13794
KAMOPAINTS-BE,13817
865IIFL28-NS,13852
IIFLZC28A-NU,13858
875IIFL26A-NQ,13845
MMFL-EQ,13844
764MH33-SG,13886
NFL-EQ,13925
772UP36-SG,13973
SGBOCT27-GB,13981
766AP32-SG,13958
772MP38-SG,13977
726GS2033-GS,14051
HINDOILEXP-EQ,1403
SUPREMEENG-BE,1401
JASH-EQ,13982
755TN53-SG,14117
AUTOIND-EQ,14106
SAGCEM-EQ,14068
759TS40A-SG,14167
HUBTOWN-EQ,14203
662NL30-SG,1428
AGARWALFT-ST,14267
HINDZINC-EQ,1424
GOLDETF-EQ,14286
SEQUENT-EQ,14296
OSWALSEEDS-BE,14310
HDFC2638RG-MF,14327
769AP43-SG,14351
772MH31-SG,14367
SMSPHARMA-EQ,14329
HDFC2638RQ-MF,14332
773TS34-SG,14436
UTIDGR36P1-MF,14394
671WB40-SG,1443
77MH31-SG,14424
777JK35-SG,14437
LEXUS-EQ,14459
671TS40-SG,1446
654KA30-SG,1453
773UP33-SG,14538
766MP48-SG,14559
